Domain,Area,Element,Item,Year,Value
"Livestock Primary","Viet Nam","Production","Meat, Total","1992","1159524"
"Livestock Primary","Viet Nam","Production","Meat, Total","1993","1232279"
"Livestock Primary","Viet Nam","Production","Meat, Total","1994","1323395"
"Livestock Primary","Viet Nam","Production","Meat, Total","1995","1365188"
"Livestock Primary","Viet Nam","Production","Meat, Total","1996","1461319"
"Livestock Primary","Viet Nam","Production","Meat, Total","1997","1625039"
"Livestock Primary","Viet Nam","Production","Meat, Total","1998","1716925"
"Livestock Primary","Viet Nam","Production","Meat, Total","1999","1842799"
"Livestock Primary","Viet Nam","Production","Meat, Total","2000","1992409"
"Livestock Primary","Viet Nam","Production","Meat, Total","2001","2117885"
"Livestock Primary","Viet Nam","Production","Meat, Total","2002","2298317"
"Livestock Primary","Viet Nam","Production","Meat, Total","2003","2479460"
"Livestock Primary","Viet Nam","Production","Meat, Total","2004","2923343"
"Livestock Primary","Viet Nam","Production","Meat, Total","2005","2956345"
"Livestock Primary","Viet Nam","Production","Meat, Total","2006","3294145"
"Livestock Primary","Viet Nam","Production","Meat, Total","2007","3334959"
"Livestock Primary","Viet Nam","Production","Meat, Total","2008","3671380"
"Livestock Primary","Viet Nam","Production","Meat, Total","2009","4048310"
"Livestock Primary","Viet Nam","Production","Meat, Total","2010","3986416"
"Livestock Primary","Viet Nam","Production","Meat, Total","2011","4119078"
"Livestock Primary","Viet Nam","Production","Meat, Total","2012","4203692"
"Livestock Primary","Viet Nam","Production","Milk,Total","1990","60471"
"Livestock Primary","Viet Nam","Production","Milk,Total","1991","138403"
"Livestock Primary","Viet Nam","Production","Milk,Total","1992","104657"
"Livestock Primary","Viet Nam","Production","Milk,Total","1993","102501"
"Livestock Primary","Viet Nam","Production","Milk,Total","1994","110233"
"Livestock Primary","Viet Nam","Production","Milk,Total","1995","113444"
"Livestock Primary","Viet Nam","Production","Milk,Total","1996","53660"
"Livestock Primary","Viet Nam","Production","Milk,Total","1997","58992"
"Livestock Primary","Viet Nam","Production","Milk,Total","1998","62436"
"Livestock Primary","Viet Nam","Production","Milk,Total","1999","69330"
"Livestock Primary","Viet Nam","Production","Milk,Total","2000","81896"
"Livestock Primary","Viet Nam","Production","Milk,Total","2001","94548"
"Livestock Primary","Viet Nam","Production","Milk,Total","2002","109060"
"Livestock Primary","Viet Nam","Production","Milk,Total","2003","156749"
"Livestock Primary","Viet Nam","Production","Milk,Total","2004","181615"
"Livestock Primary","Viet Nam","Production","Milk,Total","2005","229255"
"Livestock Primary","Viet Nam","Production","Milk,Total","2006","246624"
"Livestock Primary","Viet Nam","Production","Milk,Total","2007","266978"
"Livestock Primary","Viet Nam","Production","Milk,Total","2008","293752"
"Livestock Primary","Viet Nam","Production","Milk,Total","2009","310741"
"Livestock Primary","Viet Nam","Production","Milk,Total","2010","338266"
"Livestock Primary","Viet Nam","Production","Milk,Total","2011","377053"
"Livestock Primary","Viet Nam","Production","Milk,Total","2012","413741"
"Livestock Primary","Wallis and Futuna Islands","Production","Eggs Primary","1990","32"
"Livestock Primary","Wallis and Futuna Islands","Production","Eggs Primary","1991","32"
"Livestock Primary","Wallis and Futuna Islands","Production","Eggs Primary","1992","32"
"Livestock Primary","Wallis and Futuna Islands","Production","Eggs Primary","1993","33"
"Livestock Primary","Wallis and Futuna Islands","Production","Eggs Primary","1994","33"
"Livestock Primary","Wallis and Futuna Islands","Production","Eggs Primary","1995","33"
"Livestock Primary","Wallis and Futuna Islands","Production","Eggs Primary","1996","33"
"Livestock Primary","Wallis and Futuna Islands","Production","Eggs Primary","1997","33"
"Livestock Primary","Wallis and Futuna Islands","Production","Eggs Primary","1998","33"
"Livestock Primary","Wallis and Futuna Islands","Production","Eggs Primary","1999","33"
"Livestock Primary","Wallis and Futuna Islands","Production","Eggs Primary","2000","33"
"Livestock Primary","Wallis and Futuna Islands","Production","Eggs Primary","2001","33"
"Livestock Primary","Wallis and Futuna Islands","Production","Eggs Primary","2002","33"
"Livestock Primary","Wallis and Futuna Islands","Production","Eggs Primary","2003","33"
"Livestock Primary","Wallis and Futuna Islands","Production","Eggs Primary","2004","33"
"Livestock Primary","Wallis and Futuna Islands","Production","Eggs Primary","2005","34"
"Livestock Primary","Wallis and Futuna Islands","Production","Eggs Primary","2006","40"
"Livestock Primary","Wallis and Futuna Islands","Production","Eggs Primary","2007","40"
"Livestock Primary","Wallis and Futuna Islands","Production","Eggs Primary","2008","45"
"Livestock Primary","Wallis and Futuna Islands","Production","Eggs Primary","2009","45"
"Livestock Primary","Wallis and Futuna Islands","Production","Eggs Primary","2010","45"
"Livestock Primary","Wallis and Futuna Islands","Production","Eggs Primary","2011","45"
"Livestock Primary","Wallis and Futuna Islands","Production","Eggs Primary","2012","45"
"Livestock Primary","Wallis and Futuna Islands","Production","Meat, Total","1990","358"
"Livestock Primary","Wallis and Futuna Islands","Production","Meat, Total","1991","365"
"Livestock Primary","Wallis and Futuna Islands","Production","Meat, Total","1992","372"
"Livestock Primary","Wallis and Futuna Islands","Production","Meat, Total","1993","379"
"Livestock Primary","Wallis and Futuna Islands","Production","Meat, Total","1994","379"
"Livestock Primary","Wallis and Futuna Islands","Production","Meat, Total","1995","379"
"Livestock Primary","Wallis and Futuna Islands","Production","Meat, Total","1996","379"
"Livestock Primary","Wallis and Futuna Islands","Production","Meat, Total","1997","379"
"Livestock Primary","Wallis and Futuna Islands","Production","Meat, Total","1998","379"
"Livestock Primary","Wallis and Futuna Islands","Production","Meat, Total","1999","379"
"Livestock Primary","Wallis and Futuna Islands","Production","Meat, Total","2000","379"
"Livestock Primary","Wallis and Futuna Islands","Production","Meat, Total","2001","379"
"Livestock Primary","Wallis and Futuna Islands","Production","Meat, Total","2002","379"
"Livestock Primary","Wallis and Futuna Islands","Production","Meat, Total","2003","379"
"Livestock Primary","Wallis and Futuna Islands","Production","Meat, Total","2004","379"
"Livestock Primary","Wallis and Futuna Islands","Production","Meat, Total","2005","379"
"Livestock Primary","Wallis and Futuna Islands","Production","Meat, Total","2006","377"
"Livestock Primary","Wallis and Futuna Islands","Production","Meat, Total","2007","377"
"Livestock Primary","Wallis and Futuna Islands","Production","Meat, Total","2008","380"
"Livestock Primary","Wallis and Futuna Islands","Production","Meat, Total","2009","380"
"Livestock Primary","Wallis and Futuna Islands","Production","Meat, Total","2010","379"
"Livestock Primary","Wallis and Futuna Islands","Production","Meat, Total","2011","379"
"Livestock Primary","Wallis and Futuna Islands","Production","Meat, Total","2012","379"
"Livestock Primary","Wallis and Futuna Islands","Production","Milk,Total","1990","30"
"Livestock Primary","Wallis and Futuna Islands","Production","Milk,Total","1991","29"
"Livestock Primary","Wallis and Futuna Islands","Production","Milk,Total","1992","29"
"Livestock Primary","Wallis and Futuna Islands","Production","Milk,Total","1993","31"
"Livestock Primary","Wallis and Futuna Islands","Production","Milk,Total","1994","31"
"Livestock Primary","Wallis and Futuna Islands","Production","Milk,Total","1995","31"
"Livestock Primary","Wallis and Futuna Islands","Production","Milk,Total","1996","31"
"Livestock Primary","Wallis and Futuna Islands","Production","Milk,Total","1997","31"
"Livestock Primary","Wallis and Futuna Islands","Production","Milk,Total","1998","29"
"Livestock Primary","Wallis and Futuna Islands","Production","Milk,Total","1999","29"
"Livestock Primary","Wallis and Futuna Islands","Production","Milk,Total","2000","29"
"Livestock Primary","Wallis and Futuna Islands","Production","Milk,Total","2001","31"
"Livestock Primary","Wallis and Futuna Islands","Production","Milk,Total","2002","31"
"Livestock Primary","Wallis and Futuna Islands","Production","Milk,Total","2003","31"
"Livestock Primary","Wallis and Futuna Islands","Production","Milk,Total","2004","29"
"Livestock Primary","Wallis and Futuna Islands","Production","Milk,Total","2005","29"
"Livestock Primary","Wallis and Futuna Islands","Production","Milk,Total","2006","30"
"Livestock Primary","Wallis and Futuna Islands","Production","Milk,Total","2007","30"
"Livestock Primary","Wallis and Futuna Islands","Production","Milk,Total","2008","31"
"Livestock Primary","Wallis and Futuna Islands","Production","Milk,Total","2009","31"
"Livestock Primary","Wallis and Futuna Islands","Production","Milk,Total","2010","30"
"Livestock Primary","Wallis and Futuna Islands","Production","Milk,Total","2011","30"
"Livestock Primary","Wallis and Futuna Islands","Production","Milk,Total","2012","30"
"Livestock Primary","Western Sahara","Production","Meat, Total","1990","1934"
"Livestock Primary","Western Sahara","Production","Meat, Total","1991","1961"
"Livestock Primary","Western Sahara","Production","Meat, Total","1992","1983"
"Livestock Primary","Western Sahara","Production","Meat, Total","1993","2001"
"Livestock Primary","Western Sahara","Production","Meat, Total","1994","2016"
"Livestock Primary","Western Sahara","Production","Meat, Total","1995","2035"
"Livestock Primary","Western Sahara","Production","Meat, Total","1996","2052"
"Livestock Primary","Western Sahara","Production","Meat, Total","1997","2072"
"Livestock Primary","Western Sahara","Production","Meat, Total","1998","2089"
"Livestock Primary","Western Sahara","Production","Meat, Total","1999","2111"
"Livestock Primary","Western Sahara","Production","Meat, Total","2000","2140"
"Livestock Primary","Western Sahara","Production","Meat, Total","2001","2155"
"Livestock Primary","Western Sahara","Production","Meat, Total","2002","2155"
"Livestock Primary","Western Sahara","Production","Meat, Total","2003","2177"
"Livestock Primary","Western Sahara","Production","Meat, Total","2004","2177"
"Livestock Primary","Western Sahara","Production","Meat, Total","2005","2177"
"Livestock Primary","Western Sahara","Production","Meat, Total","2006","2176"
"Livestock Primary","Western Sahara","Production","Meat, Total","2007","2030"
"Livestock Primary","Western Sahara","Production","Meat, Total","2008","2236"
"Livestock Primary","Western Sahara","Production","Meat, Total","2009","2244"
"Livestock Primary","Western Sahara","Production","Meat, Total","2010","2242"
"Livestock Primary","Western Sahara","Production","Meat, Total","2011","2405"
"Livestock Primary","Western Sahara","Production","Meat, Total","2012","2492"
"Livestock Primary","Western Sahara","Production","Milk,Total","1990","5600"
"Livestock Primary","Western Sahara","Production","Milk,Total","1991","5700"
"Livestock Primary","Western Sahara","Production","Milk,Total","1992","5787"
"Livestock Primary","Western Sahara","Production","Milk,Total","1993","5800"
"Livestock Primary","Western Sahara","Production","Milk,Total","1994","5900"
"Livestock Primary","Western Sahara","Production","Milk,Total","1995","6000"
"Livestock Primary","Western Sahara","Production","Milk,Total","1996","6100"
"Livestock Primary","Western Sahara","Production","Milk,Total","1997","6200"
"Livestock Primary","Western Sahara","Production","Milk,Total","1998","6300"
"Livestock Primary","Western Sahara","Production","Milk,Total","1999","6400"
"Livestock Primary","Western Sahara","Production","Milk,Total","2000","6500"
"Livestock Primary","Western Sahara","Production","Milk,Total","2001","6006"
"Livestock Primary","Western Sahara","Production","Milk,Total","2002","6008"
"Livestock Primary","Western Sahara","Production","Milk,Total","2003","6033"
"Livestock Primary","Western Sahara","Production","Milk,Total","2004","6035"
"Livestock Primary","Western Sahara","Production","Milk,Total","2005","6037"
"Livestock Primary","Western Sahara","Production","Milk,Total","2006","6039"
"Livestock Primary","Western Sahara","Production","Milk,Total","2007","6041"
"Livestock Primary","Western Sahara","Production","Milk,Total","2008","6067"
"Livestock Primary","Western Sahara","Production","Milk,Total","2009","6080"
"Livestock Primary","Western Sahara","Production","Milk,Total","2010","6094"
"Livestock Primary","Western Sahara","Production","Milk,Total","2011","6119"
"Livestock Primary","Western Sahara","Production","Milk,Total","2012","6144"
"Livestock Primary","Yemen","Production","Eggs Primary","1990","17268"
"Livestock Primary","Yemen","Production","Eggs Primary","1991","18402"
